fen,result
"8/6p1/2p5/3k4/r7/3K3P/2P4P/R2R4 w - - 0 28",0
"8/6p1/2p5/3k4/r7/3K3P/2P4P/R6R b - - 1 28",0
"8/6p1/2p5/3k4/8/3K3P/2P4P/r6R w - - 0 29",0
"8/6p1/2p5/3k4/8/2PK3P/7P/r6R b - - 0 29",0
"8/6p1/2p5/3k4/8/2PK3P/7P/7r w - - 0 30",0
"8/6p1/2p5/3k4/2P5/3K3P/7P/7r b - - 0 30",0
"8/6p1/2p5/4k3/2P5/3K3P/7P/7r w - - 1 31",0
"8/6p1/2p5/2P1k3/8/3K3P/7P/7r b - - 0 31",0
"8/6p1/2p5/2P2k2/8/3K3P/7P/7r w - - 1 32",0
"8/6p1/2p5/2P2k2/3K4/7P/7P/7r b - - 2 32",0
"8/6p1/2p5/2P2k2/3K4/7P/7r/8 w - - 0 33",0
"8/6p1/2p5/2P2k2/3K3P/8/7r/8 b - - 0 33",0
"8/6p1/2p5/2P2k2/3K3r/8/8/8 w - - 0 34",0
"8/6p1/2p5/2P2k2/7r/3K4/8/8 b - - 1 34",0
"8/8/2p5/2P2kp1/7r/3K4/8/8 w - g6 0 35",0
"8/8/2p5/2P2kp1/7r/4K3/8/8 b - - 1 35",0
"8/8/2p1k3/2P3p1/7r/4K3/8/8 w - - 2 36",0
"8/8/2p1k3/2P3p1/7r/3K4/8/8 b - - 3 36",0
"8/5k2/2p5/2P3p1/7r/3K4/8/8 w - - 4 37",0
"8/5k2/2p5/2P3p1/7r/4K3/8/8 b - - 5 37",0
"8/8/2p1k3/2P3p1/7r/4K3/8/8 w - - 6 38",0
"8/8/2p1k3/2P3p1/7r/3K4/8/8 b - - 7 38",0
"8/8/2p1k3/2P5/6pr/3K4/8/8 w - - 0 39",0
"8/8/2p1k3/2P5/3K2pr/8/8/8 b - - 1 39",0
"8/8/2p1k3/2P5/3K3r/6p1/8/8 w - - 0 40",0
"8/8/2p1k3/2P5/7r/3K2p1/8/8 b - - 1 40",0
"8/8/2p1k3/2P5/7r/3K4/6p1/8 w - - 0 41",0
"8/8/2p1k3/2P5/7r/4K3/6p1/8 b - - 1 41",0
"8/8/2p1k3/2P5/2r5/4K3/6p1/8 w - - 2 42",0
"8/8/2p1k3/2P5/2r5/5K2/6p1/8 b - - 3 42",0
"8/8/2p1k3/2P5/2r5/5K2/8/6q1 w - - 0 43",0
"8/8/2p1k3/2P5/2r5/8/4K3/6q1 b - - 1 43",0
"8/8/2p1k3/2P5/2r5/8/4K3/7q w - - 2 44",0
"8/8/2p1k3/2P5/2r5/3K4/8/7q b - - 3 44",0
"8/8/2p1k3/2r5/8/3K4/8/7q w - - 0 45",0
"8/8/2p1k3/2r5/3K4/8/8/7q b - - 1 45",0
"8/8/2p1k3/8/2rK4/8/8/7q w - - 2 46",0
"8/8/2p1k3/8/2K5/8/8/7q b - - 0 46",0
"8/8/2p1k3/8/2K5/5q2/8/8 w - - 1 47",0
"8/8/2p1k3/2K5/8/5q2/8/8 b - - 2 47",0
"8/8/2p5/2K1k3/8/5q2/8/8 w - - 3 48",0
"8/8/2p5/4k3/2K5/5q2/8/8 b - - 4 48",0
"8/8/2p2k2/8/2K5/5q2/8/8 w - - 5 49",0
"8/8/2p2k2/8/3K4/5q2/8/8 b - - 6 49",0
"8/8/2p1k3/8/3K4/5q2/8/8 w - - 7 50",0
"8/8/2p1k3/2K5/8/5q2/8/8 b - - 8 50",0
"8/8/2p5/2K2k2/8/5q2/8/8 w - - 9 51",0
"8/8/2p5/5k2/3K4/5q2/8/8 b - - 10 51",0
"8/8/2p5/5k2/3K4/4q3/8/8 w - - 11 52",0
"8/8/2p5/5k2/8/4K3/8/8 b - - 0 52",0
"8/8/8/2p2k2/8/4K3/8/8 w - - 0 53",0
"8/8/8/2p2k2/8/3K4/8/8 b - - 1 53",0
"8/8/8/2p1k3/8/3K4/8/8 w - - 2 54",0
"8/8/8/2p1k3/2K5/8/8/8 b - - 3 54",0
"8/8/8/2p5/2K1k3/8/8/8 w - - 4 55",0
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1",0
"rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1",0
"rnbqkbnr/p1pppppp/1p6/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2",0
"rnbqkbnr/p1pppppp/1p6/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2",0
"rnbqkbnr/p2ppppp/1p6/2p5/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq c6 0 3",0
"rnbqkbnr/p2ppppp/1p6/2p5/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq d3 0 3",0
"rnbqkbnr/p2pppp1/1p6/2p4p/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq h6 0 4",0
"rnbqkbnr/p2pppp1/1p6/2P4p/8/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 0 4",0
"rnbqkbnr/p2pppp1/8/2p4p/8/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 5",0
"rnbqkbnr/p2Qppp1/8/2p4p/8/2N2N2/PPP1PPPP/R1B1KB1R b KQkq - 0 5",0
"r1bqkbnr/p2nppp1/8/2p4p/8/2N2N2/PPP1PPPP/R1B1KB1R w KQkq - 0 6",0
"r1bqkbnr/p2nppp1/8/2p4p/N7/5N2/PPP1PPPP/R1B1KB1R b KQkq - 1 6",0
"r1bqkbnr/p2n1pp1/4p3/2p4p/N7/5N2/PPP1PPPP/R1B1KB1R w KQkq - 0 7",0
"r1bqkbnr/p2n1pp1/4p3/2p4p/N7/5N1P/PPP1PPP1/R1B1KB1R b KQkq - 0 7",0
"r1b1kbnr/p2n1pp1/4pq2/2p4p/N7/5N1P/PPP1PPP1/R1B1KB1R w KQkq - 1 8",0
"r1b1kbnr/p2n1pp1/4pq2/2N4p/8/5N1P/PPP1PPP1/R1B1KB1R b KQkq - 0 8",0
"r1b1k1nr/p2n1pp1/4pq2/2b4p/8/5N1P/PPP1PPP1/R1B1KB1R w KQkq - 0 9",0
"r1b1k1nr/p2n1pp1/4pq2/2b4p/4P3/5N1P/PPP2PP1/R1B1KB1R b KQkq e3 0 9",0
"r1b1k1nr/p2n1pp1/4p3/2b4p/4P3/5q1P/PPP2PP1/R1B1KB1R w KQkq - 0 10",0
"r1b1k1nr/p2n1pp1/4p3/2b4p/4P3/5P1P/PPP2P2/R1B1KB1R b KQkq - 0 10",0
"r1b1k1nr/p2n1pp1/4p3/7p/4P3/5P1P/PPP2b2/R1B1KB1R w KQkq - 0 11",0
"r1b1k1nr/p2n1pp1/4p3/7p/4P3/5P1P/PPP2K2/R1B2B1R b kq - 0 11",0
"r1b1k2r/p2n1pp1/4pn2/7p/4P3/5P1P/PPP2K2/R1B2B1R w kq - 1 12",0
"r1b1k2r/p2n1pp1/4pn2/7p/4P3/5P1P/PPPB1K2/R4B1R b kq - 2 12",0
"r1b1kr2/p2n1pp1/4pn2/7p/4P3/5P1P/PPPB1K2/R4B1R w q - 3 13",0
"r1b1kr2/p2n1pp1/4pn2/7p/4P3/3B1P1P/PPPB1K2/R6R b q - 4 13",0
"r1b1kr2/p2n1pp1/4p3/7p/4n3/3B1P1P/PPPB1K2/R6R w q - 0 14",0
"r1b1kr2/p2n1pp1/4p3/7p/4B3/5P1P/PPPB1K2/R6R b q - 0 14",0
"r3kr2/pb1n1pp1/4p3/7p/4B3/5P1P/PPPB1K2/R6R w q - 1 15",0
"r3kr2/pB1n1pp1/4p3/7p/8/5P1P/PPPB1K2/R6R b q - 0 15",0
"r4r2/pB1nkpp1/4p3/7p/8/5P1P/PPPB1K2/R6R w - - 1 16",0
"B4r2/p2nkpp1/4p3/7p/8/5P1P/PPPB1K2/R6R b - - 0 16",0
"B4r2/3nkpp1/p3p3/7p/8/5P1P/PPPB1K2/R6R w - - 0 17",0
"5r2/3nkpp1/p3p3/7p/4B3/5P1P/PPPB1K2/R6R b - - 1 17",0
"6r1/3nkpp1/p3p3/7p/4B3/5P1P/PPPB1K2/R6R w - - 2 18",0
"6r1/3nkpp1/p3p3/7p/4B3/4KP1P/PPPB4/R6R b - - 3 18",0
"6r1/4kpp1/p3p3/4n2p/4B3/4KP1P/PPPB4/R6R w - - 4 19",0
"6r1/4kpp1/p3p3/4n2p/2P1B3/4KP1P/PP1B4/R6R b - c3 0 19",0
"5kr1/5pp1/p3p3/4n2p/2P1B3/4KP1P/PP1B4/R6R w - - 1 20",0
"5kr1/5pp1/p3p3/4n2p/2P1B3/4KP1P/PP1B4/3R3R b - - 2 20",0
"5kr1/5pp1/p3p1n1/7p/2P1B3/4KP1P/PP1B4/3R3R w - - 3 21",0
"5kr1/5pp1/p3p1B1/7p/2P5/4KP1P/PP1B4/3R3R b - - 0 21",0
"6r1/4kpp1/p3p1B1/7p/2P5/4KP1P/PP1B4/3R3R w - - 1 22",0
"6r1/4kBp1/p3p3/7p/2P5/4KP1P/PP1B4/3R3R b - - 0 22",0
"6r1/4kB2/p3p1p1/7p/2P5/4KP1P/PP1B4/3R3R w - - 0 23",0
"6B1/4k3/p3p1p1/7p/2P5/4KP1P/PP1B4/3R3R b - - 0 23",0
"6B1/4k3/p5p1/4p2p/2P5/4KP1P/PP1B4/3R3R w - - 0 24",0
"6B1/4k3/p5p1/2P1p2p/8/4KP1P/PP1B4/3R3R b - - 0 24",0
"5kB1/8/p5p1/2P1p2p/8/4KP1P/PP1B4/3R3R w - - 1 25",0
"5kB1/8/p5p1/2P1p2p/8/1P2KP1P/P2B4/3R3R b - - 0 25",0
"6k1/8/p5p1/2P1p2p/8/1P2KP1P/P2B4/3R3R w - - 0 26",0
"6k1/8/p1P3p1/4p2p/8/1P2KP1P/P2B4/3R3R b - - 0 26",0
"8/6k1/p1P3p1/4p2p/8/1P2KP1P/P2B4/3R3R w - - 1 27",0
"8/2P3k1/p5p1/4p2p/8/1P2KP1P/P2B4/3R3R b - - 0 27",0
"8/2P5/p5pk/4p2p/8/1P2KP1P/P2B4/3R3R w - - 1 28",0
"2Q5/8/p5pk/4p2p/8/1P2KP1P/P2B4/3R3R b - - 0 28",0
"2Q5/8/p6k/4p1pp/8/1P2KP1P/P2B4/3R3R w - - 0 29",0
"8/8/Q6k/4p1pp/8/1P2KP1P/P2B4/3R3R b - - 0 29",0
"8/7k/Q7/4p1pp/8/1P2KP1P/P2B4/3R3R w - - 1 30",0
"8/7k/Q7/4p1pp/1P6/4KP1P/P2B4/3R3R b - - 0 30",0
"7k/8/Q7/4p1pp/1P6/4KP1P/P2B4/3R3R w - - 1 31",0
"7k/8/Q7/1P2p1pp/8/4KP1P/P2B4/3R3R b - - 0 31",0
"8/7k/Q7/1P2p1pp/8/4KP1P/P2B4/3R3R w - - 1 32",0
"8/7k/QP6/4p1pp/8/4KP1P/P2B4/3R3R b - - 0 32",0
"8/8/QP5k/4p1pp/8/4KP1P/P2B4/3R3R w - - 1 33",0
"8/8/QP5k/4p1pp/P7/4KP1P/3B4/3R3R b - a3 0 33",0
"8/8/QP5k/6pp/P3p3/4KP1P/3B4/3R3R w - - 0 34",0
"8/8/QP5k/6pp/P3P3/4K2P/3B4/3R3R b - - 0 34",0
"8/8/QP5k/7p/P3P1p1/4K2P/3B4/3R3R w - - 0 35",0
"8/8/QP5k/7p/P3P1P1/4K3/3B4/3R3R b - - 0 35",0
"8/8/QP4k1/7p/P3P1P1/4K3/3B4/3R3R w - - 1 36",0
"8/8/QP4k1/7P/P3P3/4K3/3B4/3R3R b - - 0 36",0
"8/7k/QP6/7P/P3P3/4K3/3B4/3R3R w - - 1 37",0
"8/1P5k/Q7/7P/P3P3/4K3/3B4/3R3R b - - 0 37",0
"8/1P4k1/Q7/7P/P3P3/4K3/3B4/3R3R w - - 1 38",0
"1Q6/6k1/Q7/7P/P3P3/4K3/3B4/3R3R b - - 0 38",0
"1Q6/7k/Q7/7P/P3P3/4K3/3B4/3R3R w - - 1 39",0
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1",0
"rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1",0
"r1bqkbnr/pppppppp/2n5/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 2 2",0
"r1bqkbnr/pppppppp/2n5/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 3 2",0
"r1bqkb1r/pppppppp/2n2n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 4 3",0
"r1bqkb1r/pppppppp/2n2n2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq d3 0 3",0
"r1bqkb1r/pppppppp/5n2/8/3n4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4",0
"r1bqkb1r/pppppppp/5n1B/8/3n4/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4",0
"r1bqkb1r/pppppppp/5n1B/8/8/2N2n2/PPP1PPPP/R2QKB1R w KQkq - 0 5",0
"r1bqkb1r/pppppppp/5n1B/8/8/2N2P2/PPP1PP1P/R2QKB1R b KQkq - 0 5",0
"r1bqkb1r/pppppp1p/5n1p/8/8/2N2P2/PPP1PP1P/R2QKB1R w KQkq - 0 6",0
"r1bqkb1r/pppQpp1p/5n1p/8/8/2N2P2/PPP1PP1P/R3KB1R b KQkq - 0 6",0
"r2qkb1r/pppbpp1p/5n1p/8/8/2N2P2/PPP1PP1P/R3KB1R w KQkq - 0 7",0
"r2qkb1r/pppbpp1p/5n1p/8/4P3/2N2P2/PPP2P1P/R3KB1R b KQkq e3 0 7",0
"r2qkb1r/pppbpp1p/7p/8/4n3/2N2P2/PPP2P1P/R3KB1R w KQkq - 0 8",0
"r2qkb1r/pppbpp1p/B6p/8/4n3/2N2P2/PPP2P1P/R3K2R b KQkq - 1 8",0
"r2qkb1r/pppbpp1p/B6p/8/8/2n2P2/PPP2P1P/R3K2R w KQkq - 0 9",0
"r2qkb1r/pBpbpp1p/7p/8/8/2n2P2/PPP2P1P/R3K2R b KQkq - 0 9",0
"r2qkb1r/pBp1pp1p/7p/8/b7/2n2P2/PPP2P1P/R3K2R w KQkq - 1 10",0
"B2qkb1r/p1p1pp1p/7p/8/b7/2n2P2/PPP2P1P/R3K2R b KQk - 0 10",0
"q3kb1r/p1p1pp1p/7p/8/b7/2n2P2/PPP2P1P/R3K2R w KQk - 0 11",0
"q3kb1r/p1p1pp1p/7p/8/b7/2P2P2/P1P2P1P/R3K2R b KQk - 0 11",0
"4kb1r/p1p1pp1p/7p/8/b7/2P2q2/P1P2P1P/R3K2R w KQk - 0 12",0
"4kb1r/p1p1pp1p/7p/8/b1P5/5q2/P1P2P1P/R3K2R b KQk - 0 12",0
"4kb1r/p1p1pp1p/7p/8/b1P5/8/P1P2P1P/R3K2q w Qk - 0 13",0
"4kb1r/p1p1pp1p/7p/8/b1P5/8/P1P1KP1P/R6q b k - 1 13",0
"4kb1r/p1p1pp1p/7p/8/b1P5/8/P1P1KP1P/q7 w k - 0 14",0
"4kb1r/p1p1pp1p/7p/2P5/b7/8/P1P1KP1P/q7 b k - 0 14",0
"4kb1r/p1p1pp1p/7p/2P5/b7/8/q1P1KP1P/8 w k - 0 15",0
"4kb1r/p1p1pp1p/2P4p/8/b7/8/q1P1KP1P/8 b k - 0 15",0
"4kb1r/p1p1pp1p/2b4p/8/8/8/q1P1KP1P/8 w k - 0 16",0
"4kb1r/p1p1pp1p/2b4p/8/8/7P/q1P1KP2/8 b k - 0 16",0
"4kb1r/p1p1pp1p/2b4p/8/8/7P/2q1KP2/8 w k - 0 17",0
"4kb1r/p1p1pp1p/2b4p/8/8/4K2P/2q2P2/8 b k - 1 17",0
"4kb1r/p1p1pp1p/2b4p/8/8/4K2P/5q2/8 w k - 0 18",0
"4kb1r/p1p1pp1p/2b4p/8/8/7P/5K2/8 b k - 0 18",0
"5b1r/p1pkpp1p/2b4p/8/8/7P/5K2/8 w - - 1 19",0
"5b1r/p1pkpp1p/2b4p/8/8/4K2P/8/8 b - - 2 19",0
"5b1r/p1p1pp1p/2b1k2p/8/8/4K2P/8/8 w - - 3 20",0
"5b1r/p1p1pp1p/2b1k2p/8/3K4/7P/8/8 b - - 4 20",0
"5b1r/2p1pp1p/2b1k2p/p7/3K4/7P/8/8 w - a6 0 21",0
"5b1r/2p1pp1p/2b1k2p/p7/3K3P/8/8/8 b - - 0 21",0
"5b1r/2p1pp1p/2b1k2p/8/p2K3P/8/8/8 w - - 0 22",0
"5b1r/2p1pp1p/2b1k2p/7P/p2K4/8/8/8 b - - 0 22",0
"5b1r/2p1pp1p/2b1k2p/7P/3K4/p7/8/8 w - - 0 23",0
"5b1r/2p1pp1p/2b1k2p/7P/8/p2K4/8/8 b - - 1 23",0
"5b1r/2p1pp1p/2b1k2p/7P/8/3K4/p7/8 w - - 0 24",0
"5b1r/2p1pp1p/2b1k2p/7P/8/4K3/p7/8 b - - 1 24",0
"5b1r/2p1pp1p/2b1k2p/7P/8/4K3/8/q7 w - - 0 25",0
"5b1r/2p1pp1p/2b1k2p/7P/8/8/4K3/q7 b - - 1 25",0
"5b1r/2p1pp1p/2b2k1p/7P/8/8/4K3/q7 w - - 2 26",0
"5b1r/2p1pp1p/2b2k1p/7P/8/4K3/8/q7 b - - 3 26",0
"5b1r/2p1pp1p/2b4p/4k2P/8/4K3/8/q7 w - - 4 27",0
"5b1r/2p1pp1p/2b4p/4k2P/8/8/4K3/q7 b - - 5 27",0
"5b1r/2p1pp1p/2b4p/4k2P/8/2q5/4K3/8 w - - 6 28",0
"5b1r/2p1pp1p/2b4p/4k2P/8/2q5/8/3K4 b - - 7 28",0
"5b1r/2p1p2p/2b4p/4kp1P/8/2q5/8/3K4 w - f6 0 29",0
"5b1r/2p1p2p/2b4p/4kp1P/8/2q5/4K3/8 b - - 1 29",0
"5b1r/2p1p2p/2b4p/4k2P/5p2/2q5/4K3/8 w - - 0 30",0
"5b1r/2p1p2p/2b4p/4k2P/5p2/2q5/5K2/8 b - - 1 30",0
"5b1r/2p1p2p/2b4p/4k2P/8/2q2p2/5K2/8 w - - 0 31",0
"5b1r/2p1p2p/2b4p/4k2P/8/2q2p2/8/6K1 b - - 1 31",0
"5b1r/2p1p2p/2b4p/4k2P/8/2q5/5p2/6K1 w - - 0 32",0
"5b1r/2p1p2p/2b4p/4k2P/8/2q5/5K2/8 b - - 0 32",0
"7r/2p1p1bp/2b4p/4k2P/8/2q5/5K2/8 w - - 1 33",0
"7r/2p1p1bp/2b4p/4k2P/8/2q5/8/5K2 b - - 2 33",0
"7r/2p1p1bp/7p/3bk2P/8/2q5/8/5K2 w - - 3 34",0
"7r/2p1p1bp/7p/3bk2P/8/2q5/4K3/8 b - - 4 34",0
"7r/4p1bp/7p/2pbk2P/8/2q5/4K3/8 w - c6 0 35",0
"7r/4p1bp/7p/2pbk2P/8/2q5/8/3K4 b - - 1 35",0
"7r/4p1bp/7p/2pb3P/4k3/2q5/8/3K4 w - - 2 36",0
"7r/4p1bp/7p/2pb3P/4k3/2q5/4K3/8 b - - 3 36",0
"7r/4p1bp/7p/3b3P/2p1k3/2q5/4K3/8 w - - 0 37",0
"7r/4p1bp/7p/3b3P/2p1k3/2q5/8/3K4 b - - 1 37",0
"7r/6bp/7p/3bp2P/2p1k3/2q5/8/3K4 w - e6 0 38",0
"7r/6bp/7p/3bp2P/2p1k3/2q5/4K3/8 b - - 1 38",0
"3r4/6bp/7p/3bp2P/2p1k3/2q5/4K3/8 w - - 2 39",0
"3r4/6bp/7p/3bp2P/2p1k3/2q5/8/3K4 b - - 3 39",0
"3r4/7p/5b1p/3bp2P/2p1k3/2q5/8/3K4 w - - 4 40",0
"3r4/7p/5b1p/3bp2P/2p1k3/2q5/4K3/8 b - - 5 40",0
"3r4/7p/5b1p/3bp2P/2p1k3/3q4/4K3/8 w - - 6 41",0
"3r4/7p/5b1p/3bp2P/2p1k3/3q4/8/4K3 b - - 7 41",0
"3r4/7p/5b1p/3bp2P/4k3/2pq4/8/4K3 w - - 0 42",0
"3r4/7p/5b1p/3bp2P/4k3/2pq4/5K2/8 b - - 1 42",0
"3r4/7p/5b1p/3bp2P/4k3/3q4/2p2K2/8 w - - 0 43",0
"3r4/7p/5b1p/3bp2P/4k3/3q4/2p5/4K3 b - - 1 43",0
"3r4/7p/5b1p/3bp2P/4k3/3q4/8/2q1K3 w - - 0 44",0
"3r4/7p/5b1p/3bp2P/4k3/3q4/5K2/2q5 b - - 1 44",0
"3r4/7p/5b1p/3bp2P/4k3/2qq4/5K2/8 w - - 2 45",0
"3r4/7p/5b1p/3bp2P/4k3/2qq4/6K1/8 b - - 3 45",0
"3r4/7p/4bb1p/4p2P/4k3/2qq4/6K1/8 w - - 4 46",0
"3r4/7p/4bb1p/4p2P/4k3/2qq4/5K2/8 b - - 5 46",0
"3r4/7p/4bb1p/4p2P/2q1k3/3q4/5K2/8 w - - 6 47",0
"3r4/7p/4bb1p/4p2P/2q1k3/3q4/8/4K3 b - - 7 47",0
"3r4/7p/4bb1p/4p2P/2q1k3/2q5/8/4K3 w - - 8 48",0
"3r4/7p/4bb1p/4p2P/2q1k3/2q5/5K2/8 b - - 9 48",0
"8/7p/4bb1p/4p2P/2q1k3/2q5/3r1K2/8 w - - 10 49",0
"8/7p/4bb1p/4p2P/2q1k3/2q5/3r4/4K3 b - - 11 49",0
"8/7p/4bb1p/4p2P/2q1k3/2q5/1r6/4K3 w - - 12 50",0
"8/7p/4bb1p/4p2P/2q1k3/2q5/1r6/3K4 b - - 13 50",0
